id,loan_status
200000,0.01205587670537335
200001,0.18122827758120802
200002,0.05148800115235084
200003,0.1149400369327443
200004,0.10830975418222892
200005,0.18877193284698593
200006,0.2244167806536022
200007,0.3520126052902558
200008,0.21030010012712558
200009,0.020338163471818955
200010,0.12084758676091814
200011,0.08745703504950561
200012,0.3629731794917214
200013,0.33467709206434426
200014,0.1678041902780516
200015,0.053596759974572784
200016,0.17073110522794369
200017,0.23440940655245068
200018,0.02496725491424489
200019,0.03265043857600898
200020,0.054090505430747345
200021,0.03675356922440059
200022,0.07868276036358442
200023,0.23567353698200408
200024,0.12053699090411576
200025,0.23827394228643514
200026,0.08234450286167332
200027,0.1456189014732309
200028,0.13716201702444542
200029,0.16498549740384877
200030,0.13879207051040865
200031,0.30744737102003394
200032,0.06610525815740886
200033,0.08007553489959049
200034,0.05018115356635962
200035,0.11024853022697632
200036,0.0382938372098491
200037,0.0533896013799506
200038,0.15134925878190678
200039,0.04318666972768124
200040,0.07933527170214148
200041,0.04146357405233626
200042,0.22526880158614176
200043,0.20153990338851197
200044,0.15164182309513166
200045,0.11159505497336253
200046,0.26250580308646065
200047,0.35777971527766406
200048,0.20303172055537158
200049,0.10984978643612119
200050,0.1766498299295881
200051,0.257175472482813
200052,0.2079926693848434
200053,0.09705189747438622
200054,0.1358706278836491
200055,0.23909827826201965
200056,0.09158202482427755
200057,0.30138354597013356
200058,0.23336998482112836
200059,0.043016630742928906
200060,0.16194142222212748
200061,0.23962086854513506
200062,0.07480764123704556
200063,0.250417317743118
200064,0.06455649921846832
200065,0.06997478045689291
200066,0.13038345432737547
200067,0.3284792878594328
200068,0.12117917832773406
200069,0.10218730857653571
200070,0.2912591666846759
200071,0.057877450902569884
200072,0.32953856971363726
200073,0.039739144464999515
200074,0.11579426105078815
200075,0.09344693903569407
200076,0.13429279708292702
200077,0.09237513401842098
200078,0.052825324092362805
200079,0.30076372679654556
200080,0.1977803190337093
200081,0.24714027092919855
200082,0.10996096883946106
200083,0.10346987381226226
200084,0.080700579321017
200085,0.0782682840641997
200086,0.16534928313807354
200087,0.12033754332308053
200088,0.08915022671040108
200089,0.08943784745839765
200090,0.05503370790258323
200091,0.15135181498689468
200092,0.15613516346190023
200093,0.24707622582444813
200094,0.2653962702367544
200095,0.10915257833131131
200096,0.3134270769876285
200097,0.05809109074884797
200098,0.07920027827773446
200099,0.019171553397596446
200100,0.14639740008224938
200101,0.14486775952633463
200102,0.2080412990050382
200103,0.25206661427938004
200104,0.0793091435254855
200105,0.09290488485835585
200106,0.10352362886583888
200107,0.17023360427289438
200108,0.06890382098904951
200109,0.2901564682542248
200110,0.05936582715133927
200111,0.10421945767896224
200112,0.22952558046386073
200113,0.09034482784779758
200114,0.26735728956701443
200115,0.13482402881162492
200116,0.15220405961277111
200117,0.3164689549042006
200118,0.06667918720950022
200119,0.08554163940688876
200120,0.08394095806333765
200121,0.14598185668637573
200122,0.3797983378565398
200123,0.050459788691006105
200124,0.07055628715897697
200125,0.19926362561698188
200126,0.13306548993958486
200127,0.16066591718949857
200128,0.29076844481533465
200129,0.33916966652974423
200130,0.08430986085087884
200131,0.21021863712845318
200132,0.07398410349883397
200133,0.1191042277501929
200134,0.11547959330237487
200135,0.08372481066453817
200136,0.09047788166542116
200137,0.19808214224081386
200138,0.05489888936579027
200139,0.2977385199143923
200140,0.060617257305440715
200141,0.12614121086841493
200142,0.24866184227675797
200143,0.2941738627232848
200144,0.11124854742855192
200145,0.201597569911361
200146,0.09237472698078054
200147,0.07768837654746899
200148,0.13400043210179838
200149,0.15516399403387907
200150,0.16410621310303955
200151,0.10898335329918597
200152,0.03027386605062304
200153,0.1096522778430213
200154,0.19376339656378705
200155,0.1086892655939455
200156,0.039477883398936466
200157,0.21713059795101813
200158,0.3376306288066296
200159,0.10276642431398324
200160,0.18813513134395957
200161,0.08015089869116086
200162,0.2436742803485153
200163,0.15345727558494102
200164,0.126983906406774
200165,0.3527911119732579
200166,0.17097544415135404
200167,0.3292727596031796
200168,0.1804263416275042
200169,0.12407496852385655
200170,0.23035399426082045
200171,0.050070005606017716
200172,0.35645266898410594
200173,0.12069603476850005
200174,0.2649090473343532
200175,0.09357368820176323
200176,0.11366682755210517
200177,0.07881997935419904
200178,0.16871296593823998
200179,0.07535395362007712
200180,0.14861966882022548
200181,0.09527734051588704
200182,0.09197792854315777
200183,0.059150000853387515
200184,0.031936149223949994
200185,0.14796490395178802
200186,0.11654348932967903
200187,0.13936907072647653
200188,0.16271322773645902
200189,0.11060445127224068
200190,0.10111188772968599
200191,0.06701984459822746
200192,0.07224911911696491
200193,0.0761293987406487
200194,0.220777937399331
200195,0.16732726529520348
200196,0.06893911976987797
200197,0.28658563949439414
200198,0.23247350855219562
200199,0.047102808322929686
200200,0.07826363753265728
200201,0.10596242999423135
200202,0.09294102803964212
200203,0.07630116692329288
200204,0.3119315303067962
200205,0.1873960865217427
200206,0.23068376977459304
200207,0.16706882155999792
200208,0.1300526386440208
200209,0.12401690281722544
200210,0.3931324937108897
200211,0.2508671544549504
200212,0.07513222066749507
200213,0.2766036077361432
200214,0.099983283580428
200215,0.21245139756820455
200216,0.3399035406224441
200217,0.20626144438025215
200218,0.10927515302024837
200219,0.2794780461858187
200220,0.14931969257628191
200221,0.0982777480624315
200222,0.12768752205867778
200223,0.07912878502302857
200224,0.21606447186916966
200225,0.10049882737732643
200226,0.1122407149466433
200227,0.24469823840518562
200228,0.07966629141641382
200229,0.1953141287794101
200230,0.20408094158891618
200231,0.07258828118997607
200232,0.09520377250175045
200233,0.2446865793772895
200234,0.10086118716595424
200235,0.14844142784363576
200236,0.18793641278824288
200237,0.10568010674402888
200238,0.13699183909334478
200239,0.22768340107845872
200240,0.3014109404692264
200241,0.13007209950530557
200242,0.048047075027154655
200243,0.2083230151604154
